50000 100000
16270 21979 19
16270 33652 3
16270 41418 1
16271 47498 10
16271 44099 16
16272 49832 4
16273 24224 14
16273 48954 1
16273 38456 15
16273 20264 17
16273 22150 9
16274 43987 8
16274 20675 10
16274 18480 16
16274 25320 7
16275 43581 16
16276 34237 14
16276 34032 5
16276 28458 5
16277 45840 5
16277 31924 20
16277 33399 20
16277 42439 7
16278 22521 6
16280 46327 14
16281 25991 20
16281 37936 19
16282 17630 16
16282 42426 9
16282 29478 17
16283 32651 8
16283 26488 9
16283 29813 2
16284 23558 9
16284 26397 20
16285 29910 11
16285 47046 4
16285 28824 16
16285 43656 10
16285 21805 17
16285 25942 10
16286 43714 3
16286 41680 8
16286 26927 12
16287 47621 2
16287 33768 20
16288 24145 2
16288 43878 17
16288 48600 5
16288 41687 1
16289 20603 16
16289 41226 4
16289 26554 16
16290 47621 19
16290 22964 13
16290 49251 8
16290 27929 2
16291 42028 4
16291 44508 12
16292 28312 15
16293 34906 2
16293 31221 5
16294 21320 10
16295 19687 8
16295 35834 9
16295 49882 20
16295 45845 12
16295 34984 2
16295 32675 1
16295 49468 2
16296 24700 1
16296 30287 15
16296 21773 12
16297 28680 9
16297 45007 20
16297 49647 4
16298 18129 16
16298 38771 12
16299 48059 8
16299 46661 3
16299 18588 13
16299 33274 4
16300 44466 10
16300 28565 10
16300 34481 2
16300 21179 8
16301 48380 3
16301 16423 7
16302 43049 1
16302 26455 14
16303 17966 10
16303 33932 1
16303 24406 17
16303 35661 1
16304 39250 19
16305 21118 17
16306 36088 16
16306 49848 16
16306 39785 18
16306 40360 15
16307 49624 16
16307 47845 4
16307 29726 17
16308 23136 3
16309 43947 16
16309 24432 2
16309 33563 9
16309 29685 14
16310 39470 20
16310 38874 7
16310 18199 12
16310 20896 7
16311 45170 13
16311 33702 11
16312 17276 3
16312 45243 7
16313 21855 9
16313 41353 20
16314 19901 1
16314 30795 1
16314 45412 18
16315 25218 1
16315 44029 20
16315 22718 14
16316 19864 4
16316 45801 7
16316 41786 5
16316 23483 11
16317 21250 10
16318 42101 3
16318 45856 3
16318 18567 14
16318 38105 8
16318 46222 18
16318 41726 20
16319 34877 7
16319 32666 19
16319 17854 15
16319 25604 19
16320 40395 16
16320 28404 4
16320 33067 1
16321 28479 13
16321 21125 13
16321 23105 8
16322 45597 8
16322 35894 3
16323 35057 18
16324 32020 1
16324 18630 19
16324 36137 8
16325 46366 17
16325 41104 5
16325 42644 17
16325 43166 12
16325 33890 18
16326 20656 11
16326 44791 10
16326 43763 15
16326 45523 4
16327 27200 16
16327 25846 4
16327 30923 1
16328 34459 11
16328 42651 5
16329 47339 2
16329 42037 16
16330 26883 6
16330 48231 7
16330 39410 8
16331 39002 1
16331 33812 13
16334 29727 11
16334 20492 12
16334 27761 10
16334 42762 5
16335 20195 12
16335 48090 20
16336 43428 16
16336 36296 1
16336 31725 3
16336 25475 12
16337 43759 3
16337 28902 1
16337 17178 8
16338 31905 20
16339 22319 17
16340 25005 16
16341 45119 20
16341 26431 11
16341 29212 15
16342 19332 15
16342 33901 1
16342 40213 19
16342 30227 1
16343 30310 10
16344 45217 8
16344 34892 3
16344 48021 12
16344 30048 11
16344 18938 20
16345 32039 10
16345 34097 4
16345 32021 5
16345 45465 9
16346 29983 5
16347 20477 17
16347 27402 1
16349 18424 7
16349 48022 8
16349 21798 2
16349 31460 4
16349 31561 12
16350 16981 6
16350 45295 19
16350 28376 12
16351 42704 7
16352 39351 3
16352 16477 15
16352 32727 4
16352 25727 8
16353 44699 6
16353 40353 1
16354 22373 18
16355 21351 4
16355 37315 5
16355 17657 4
16356 46875 6
16356 35789 12
16356 17833 7
16356 34817 6
16356 28464 5
16357 44202 5
16357 44211 12
16357 32770 3
16357 41222 19
16358 48493 17
16358 39673 5
16358 40079 19
16358 38237 11
16359 28067 9
16359 21292 8
16359 28548 13
16359 44171 11
16360 44828 16
16360 46077 6
16360 33102 19
16360 37010 18
16360 18375 18
16361 31216 6
16361 36455 10
16361 23399 11
16361 17864 16
16361 48107 1
16361 31622 20
16362 26700 18
16363 49601 13
16363 28182 2
16363 34518 19
16364 40540 1
16364 18802 1
16366 39418 11
16366 33609 19
16366 40992 10
16366 21803 13
16367 42567 1
16367 49707 20
16367 46754 14
16367 47595 16
16368 44503 13
16368 23252 7
16368 28678 17
16370 19750 3
16370 44829 5
16371 42277 16
16371 16541 6
16371 35002 9
16371 30455 20
16372 39970 19
16373 31918 14
16373 49016 7
16373 37400 1
16373 27365 4
16373 39330 18
16374 39992 19
16374 20500 4
16375 21346 17
16375 42095 12
16375 43117 12
16375 32910 6
16376 32163 9
16376 41240 8
16376 38625 7
16376 32312 6
16376 40794 6
16377 25870 11
16378 47174 15
16378 26066 19
16379 39979 18
16379 22830 16
16379 29135 8
16379 16545 1
16380 39546 15
16381 38889 13
16381 43490 5
16381 45149 11
16381 36758 5
16382 24294 19
16382 42584 11
16383 44358 4
16383 25377 5
16384 45896 12
16384 26724 10
16385 19838 1
16385 25338 4
16385 35933 14
16386 40147 15
16386 26012 12
16386 17379 4
16386 34270 18
16387 29037 14
16387 48396 14
16387 30230 14
16387 47919 3
16388 31224 8
16388 21853 14
16388 46585 9
16389 25196 4
16389 31128 6
16390 45240 14
16390 40540 5
16390 20054 16
16391 21308 14
16391 45172 12
16392 43033 19
16392 44698 20
16392 37068 2
16392 27090 2
16393 45494 20
16393 18061 20
16393 19210 18
16394 18681 12
16394 42881 13
16395 28984 8
16395 25356 17
16395 40944 12
16395 23170 1
16395 34212 19
16396 33047 20
16396 47621 18
16396 35503 15
16397 43984 19
16397 34863 7
16397 35256 15
16397 37215 11
16397 27917 3
16398 32983 2
16398 32015 3
16400 25447 18
16400 28720 3
16401 17790 17
16401 17114 10
16401 19406 12
16401 26310 20
16401 40468 5
16401 31099 20
16401 39130 20
16402 47534 19
16402 35011 14
16402 39064 9
16404 41161 3
16405 33377 8
16405 33947 10
16405 42523 1
16405 45892 7
16406 26854 3
16406 47759 5
16407 47768 12
16407 29817 13
16408 22808 7
16408 27104 6
16409 39140 15
16409 35005 10
16409 27367 20
16410 24675 18
16410 34064 6
16411 47040 4
16411 43662 14
16411 25534 16
16413 39065 12
16414 34143 19
16415 40101 20
16416 33043 3
16416 49160 18
16416 43056 16
16416 18041 19
16416 24490 3
16416 31093 10
16417 43203 3
16417 37740 20
16417 49167 9
16417 36983 16
16417 39113 17
16417 45300 14
16417 23629 9
16417 34633 9
16418 32412 3
16419 45554 5
16419 29732 13
16419 21603 17
16419 22096 15
16421 28897 11
16422 29139 15
16422 39588 17
16423 47680 5
16423 30754 4
16423 31873 6
16423 44763 8
16424 40434 15
16424 38643 17
16425 44417 7
16426 35403 6
16426 43742 16
16426 17499 9
16426 19639 3
16426 29703 1
16427 46468 10
16427 35148 14
16428 28089 7
16428 44823 1
16428 21250 12
16428 20193 1
16429 47329 17
16429 27609 7
16430 35595 10
16430 37995 16
16430 32079 7
16430 31745 13
16432 18053 12
16432 37483 1
16433 36458 17
16433 37245 13
16434 33250 10
16434 23403 12
16435 28677 18
16435 37775 16
16436 28163 12
16437 45034 15
16437 26875 18
16438 33183 18
16438 19903 16
16438 22051 8
16440 44849 3
16440 42127 7
16441 25428 4
16441 44938 7
16442 39181 1
16442 22197 7
16442 36640 14
16443 42150 19
16444 45506 12
16444 42222 2
16445 48473 14
16445 48223 15
16445 25158 13
16446 27952 4
16446 29285 17
16446 44604 11
16446 28653 9
16446 44498 16
16447 36840 6
16447 40435 11
16447 31291 2
16447 18794 7
16448 30515 11
16450 39610 17
16450 42232 19
16450 16597 18
16450 23335 15
16451 37719 16
16451 46792 19
16451 27330 10
16452 35678 2
16452 41191 5
16452 40005 9
16453 35172 5
16453 20856 19
16453 21882 8
16453 32856 19
16454 26119 16
16455 19646 7
16456 30260 1
16456 22989 7
16457 32728 13
16457 45787 10
16457 24750 18
16457 45509 3
16457 18129 15
16458 23483 7
16458 22570 2
16458 29442 19
16460 45614 9
16460 24699 7
16460 18716 13
16461 25812 6
16461 21904 19
16461 44533 4
16461 39743 8
16462 32988 19
16462 28386 4
16462 45430 6
16462 23896 17
16462 26257 18
16463 17584 8
16463 37554 2
16463 38933 19
16463 49113 15
16464 17912 18
16465 30940 11
16465 23374 14
16465 24643 4
16465 42785 18
16465 28887 13
16466 40957 20
16466 47566 15
16466 27396 11
16466 45566 11
16467 31429 6
16467 46715 3
16467 21208 1
16468 32113 5
16468 17966 16
16468 43981 20
16468 27108 11
16468 33787 18
16470 25178 7
16470 48578 11
16470 19004 11
16471 48737 2
16471 26797 1
16471 39750 12
16471 30305 1
16472 28298 4
16472 40658 2
16472 29968 12
16473 47038 1
16473 28045 2
16473 34400 17
16474 28486 14
16474 25586 15
16474 41067 6
16474 22845 1
16474 34996 6
16475 31457 17
16475 30123 18
16476 36256 11
16476 41814 16
16476 21190 12
16476 38343 10
16476 19580 8
16477 49258 14
16477 37268 16
16477 21065 16
16477 46809 16
16477 29166 11
16477 29329 19
16477 42447 16
16478 36573 1
16478 32694 18
16478 47673 19
16478 49596 12
16480 34292 5
16480 48750 18
16480 42907 18
16480 46881 12
16480 20024 19
16481 24129 10
16482 29587 18
16482 39330 19
16482 25718 14
16483 19065 16
16484 28668 3
16485 33153 17
16485 40423 12
16486 44900 9
16486 49661 11
16487 24663 6
16488 41230 5
16488 23176 17
16488 38962 20
16488 25860 17
16491 43386 12
16491 24227 17
16491 47331 13
16491 25251 5
16492 40194 10
16492 48292 14
16493 41960 10
16493 44795 14
16493 43294 9
16493 23125 2
16494 36363 19
16494 33568 13
16495 23666 2
16495 31500 13
16495 49850 14
16495 44594 7
16496 36998 9
16496 18600 20
16496 22145 19
16496 21754 18
16497 42884 8
16498 49450 9
16498 46337 11
16498 41498 15
16499 22046 4
16499 27282 12
16499 28773 20
16500 29079 12
16500 30366 10
16500 37818 7
16500 37447 16
16500 31562 15
16500 34233 17
16501 48154 19
16501 23306 1
16501 31665 9
16502 32535 12
16503 40452 18
16503 19711 13
16503 21099 11
16503 22351 19
16503 44000 6
16503 27110 11
16504 42653 9
16504 35048 20
16504 23935 1
16504 47859 16
16505 31602 5
16506 25106 7
16506 29881 17
16506 49464 20
16506 37553 17
16506 40091 2
16507 41180 7
16507 29059 11
16507 40187 2
16508 18566 20
16508 29480 3
16508 28633 20
16509 23513 17
16509 24945 5
16509 37472 15
16510 17067 9
16510 47327 3
16510 38388 7
16510 18788 2
16510 38181 15
16511 38420 10
16513 42600 6
16513 36112 3
16514 18621 9
16514 41314 17
16514 43777 4
16515 47694 4
16515 32747 9
16515 31840 20
16515 34111 7
16516 26991 19
16517 43002 18
16517 47356 4
16518 18209 15
16518 44829 1
16518 23984 3
16518 36128 1
16519 17684 17
16519 19858 14
16519 44708 16
16519 33413 16
16520 21927 14
16521 41322 4
16521 31051 14
16522 43829 14
16523 18400 14
16524 23484 4
16524 35309 20
16524 29826 20
16525 35634 20
16525 26200 13
16526 25530 7
16526 36322 3
16526 35885 5
16527 45751 3
16527 19597 2
16527 34024 1
16528 17383 8
16528 29835 8
16528 18374 19
16528 34350 14
16530 40896 10
16530 38365 16
16531 23731 18
16531 18737 5
16531 37373 14
16532 27627 20
16532 32196 13
16532 30300 8
16532 22698 17
16533 42732 1
16533 44703 14
16534 29347 20
16534 24251 20
16534 37430 14
16534 18118 13
16534 17318 15
16535 17120 12
16535 29300 4
16535 18189 2
16536 27898 19
16536 37148 14
16536 33866 5
16536 33977 4
16536 43552 12
16537 22862 17
16538 48139 11
16539 16903 16
16539 42823 1
16539 26486 6
16539 32036 5
16539 38671 11
16540 21332 15
16540 40292 12
16541 21186 18
16541 37350 1
16541 33767 17
16541 42927 1
16542 34501 5
16542 41020 20
16542 19033 2
16542 25312 8
16542 20010 17
16543 23345 10
16543 16756 15
16543 34866 16
16544 48765 14
16545 45528 9
16546 31308 15
16546 17370 6
16546 44864 16
16546 41300 16
16546 26406 13
16547 49906 8
16547 23738 15
16547 22837 13
16548 30740 18
16548 29627 18
16548 41574 20
16548 47789 12
16549 49765 14
16549 39619 9
16549 30045 3
16549 43364 18
16549 49226 16
16550 30150 2
16550 22355 3
16550 45888 8
16550 49321 14
16551 40602 12
16551 31318 20
16552 48410 12
16552 47481 14
16553 35447 7
16553 21224 11
16553 30565 11
16554 42630 8
16554 30607 4
16554 47218 10
16554 33429 1
16554 23107 18
16555 20464 5
16555 24531 11
16555 40719 12
16555 26164 11
16556 46561 12
16556 39924 20
16556 34701 10
16557 43217 14
16558 23499 8
16558 28297 5
16558 45363 13
16559 41300 19
16559 46354 4
16560 23671 2
16560 37188 8
16560 31048 16
16560 46204 9
16561 23934 18
16561 36079 13
16562 18248 15
16562 24661 2
16562 41358 1
16563 31090 9
16563 41174 16
16563 29055 2
16563 48037 7
16564 18428 18
16564 17298 9
16566 28365 7
16566 38734 11
16566 36674 18
16566 49257 4
16567 18349 6
16568 25668 11
16568 23244 12
16569 46296 17
16569 27783 3
16569 37184 3
16570 20272 1
16571 29315 3
16571 39979 6
16571 49834 14
16572 45340 2
16572 30718 9
16572 46651 11
16573 30678 3
16573 42395 15
16573 30823 19
16573 48981 2
16573 29277 3
16574 20911 12
16574 31439 3
16575 40269 15
16575 28772 11
16575 22286 18
16576 48941 15
16576 34858 8
16576 25789 9
16577 29980 20
16577 46455 13
16577 45706 9
16577 35971 13
16577 49585 6
16578 17237 16
16578 41643 6
16579 36223 12
16579 49316 16
16580 31321 8
16580 46049 15
16581 16729 9
16582 34383 18
16583 17968 8
16583 43753 3
16583 31170 8
16583 27664 2
16584 38461 18
16584 17652 2
16584 30255 6
16584 33758 17
16584 22382 18
16585 42069 4
16585 21240 17
16586 28581 3
16586 47239 19
16586 41287 18
16587 40800 12
16587 18695 6
16587 30297 6
16588 25408 18
16588 42909 20
16589 49648 11
16589 18935 16
16590 24423 6
16590 33319 3
16591 17199 7
16591 48573 12
16591 37396 3
16591 21962 20
16592 28896 13
16592 19754 15
16592 35316 8
16593 38381 12
16593 44379 12
16593 29909 3
16594 21253 13
16595 28432 3
16595 25072 17
16595 35532 5
16595 37689 13
16596 32198 1
16597 28112 4
16597 21049 15
16598 22570 13
16598 31658 5
16598 49323 5
16598 32569 5
16599 23623 5
16599 47765 14
16599 18846 14
16599 41736 17
16599 44611 6
16599 33232 13
16600 23399 2
16601 31024 20
16601 31537 13
16601 40552 19
16604 25700 13
16605 23295 14
16605 44133 8
16605 34892 10
16606 45894 4
16606 17629 4
16606 21816 6
16607 23844 17
16607 43187 1
16607 42911 7
16608 31995 9
16608 17860 4
16608 42652 17
16608 33940 2
16609 29661 6
16609 36866 18
16611 26683 10
16611 31000 18
16611 28619 1
16611 19400 18
16611 41531 16
16612 33446 9
16613 31172 9
16613 29554 16
16613 41373 6
16613 45248 3
16613 24954 9
16614 29925 14
16615 23874 16
16615 36974 8
16615 31337 8
16615 38992 11
16616 23849 14
16616 45034 8
16616 17723 2
16617 31546 18
16617 18657 5
16618 32175 7
16618 43062 20
16619 16756 2
16620 23690 4
16621 20215 1
16621 30623 3
16622 17124 18
16622 32738 6
16622 32913 7
16622 27668 1
16623 24464 20
16623 33065 13
16623 45786 5
16623 46719 14
16623 24396 2
16623 47431 11
16623 17256 13
16625 37651 2
16625 37888 6
16627 24732 11
16627 48069 7
16627 28109 15
16627 44975 1
16628 19925 13
16628 34929 10
16629 30126 11
16629 23083 13
16630 32951 3
16630 32517 1
16630 24707 14
16630 44928 15
16630 18831 3
16630 20076 7
16630 42318 14
16630 29046 4
16631 31703 15
16632 24696 3
16632 30591 7
16633 34803 20
16633 37988 6
16633 16731 18
16634 44669 5
16636 45002 15
16636 22609 10
16636 31882 20
16636 37798 20
16637 28737 10
16638 30469 17
16639 17107 16
16639 27670 18
16639 42929 15
16639 34239 2
16641 49944 20
16642 19932 19
16643 40593 7
16643 48790 3
16643 43152 5
16643 26107 15
16644 41805 5
16644 33416 17
16644 26122 18
16644 37713 2
16644 23449 6
16644 27666 17
16645 48488 2
16645 22116 8
16645 45550 20
16647 34968 18
16647 40740 9
16647 20248 4
16648 28566 19
16649 37871 9
16649 34063 13
16650 32344 15
16650 36500 12
16650 25992 2
16650 19902 8
16651 48796 6
16651 45845 18
16652 18274 14
16652 38599 18
16652 46267 8
16654 30289 6
16654 36624 10
16655 25874 12
16655 32771 11
16655 29756 7
16655 38553 19
16656 39171 10
16656 26985 15
16656 32926 1
16656 18249 3
16657 27904 5
16657 44090 3
16657 32941 15
16657 23757 17
16660 28801 6
16660 34928 6
16661 24498 9
16661 31071 17
16663 31631 3
16663 21446 13
16664 23500 10
16665 31230 9
16665 48422 19
16665 38989 3
16665 49639 5
16665 24212 9
16666 26763 7
16666 22171 11
16667 49908 10
16667 19369 11
16667 34480 5
16668 46638 13
16670 46412 18
16671 43910 7
16671 17904 19
16671 25798 12
16671 17080 6
16672 47949 17
16672 49812 10
16673 16783 13
16673 21559 8
16674 17760 20
16674 40875 12
16675 33589 11
16675 48913 8
16676 25948 1
16676 28130 14
16677 47810 13
16677 39979 11
16678 48607 20
16678 31465 12
16678 38465 5
16678 42242 15
16679 21051 13
16680 24517 13
16680 49049 12
16680 20765 10
16681 48048 1
16681 33671 12
16682 26298 15
16683 25963 15
16684 25023 18
16684 47114 3
16685 46466 16
16685 48693 1
16685 29633 13
16685 36863 13
16687 30000 19
16687 34658 3
16687 33370 7
16688 27398 2
16688 32535 7
16688 26709 5
16688 35945 7
16688 25160 15
16688 37452 8
16689 41980 10
16689 33271 11
16689 45308 1
16689 36632 9
16689 39660 20
16689 17353 13
16689 23993 16
16690 43350 20
16690 19628 18
16690 45360 6
16690 48358 8
16691 22561 3
16691 17612 20
16692 47568 20
16692 18623 12
16692 19320 9
16693 39713 10
16693 46701 1
16693 29824 17
16693 37532 14
16693 17604 10
16693 47374 8
16693 38568 2
16694 19693 11
16694 33228 17
16695 26428 16
16695 41405 7
16696 35208 18
16696 23183 18
16696 19174 19
16697 46583 20
16698 32528 13
16698 32253 12
16698 17279 8
16698 34647 1
16699 34211 7
16699 34418 8
16699 43656 18
16700 26556 8
16700 21998 18
16700 30837 17
16700 17223 15
16700 34264 13
16700 29643 1
16701 17810 20
16701 21347 6
16701 25046 20
16702 38375 12
16702 47173 10
16702 31351 18
16703 27023 6
16703 22453 13
16703 30182 19
16704 24530 9
16704 16805 16
16704 35448 7
16704 37689 2
16705 32638 8
16705 36413 15
16705 22758 20
16706 28662 8
16706 42855 17
16706 19065 12
16706 44787 1
16707 32358 10
16707 45877 1
16707 19432 17
16707 28432 8
16707 21461 18
16708 40833 20
16708 44833 8
16709 36034 11
16709 24553 7
16709 26991 9
16709 37562 20
16709 34640 5
16709 39202 5
16710 43312 8
16710 27294 13
16710 20716 4
16711 27539 4
16711 39837 11
16712 22438 17
16713 22252 3
16713 19532 13
16714 20752 10
16716 26553 19
16716 27028 18
16716 20717 13
16717 18683 19
16718 20519 4
16718 48965 5
16718 20796 10
16719 42500 19
16720 41276 16
16721 29694 16
16721 37236 14
16721 36860 7
16721 46427 18
16721 27307 14
16721 38680 3
16721 32131 1
16721 45965 1
16722 26139 15
16723 46237 12
16723 19223 7
16723 20354 5
16725 26983 12
16725 24168 15
16725 29813 1
16726 22403 1
16726 17302 4
16727 29694 19
16727 38347 10
16727 45298 9
16727 46561 15
16727 44292 7
16727 19240 2
16728 28593 13
16728 42556 4
16729 16741 15
16729 35473 9
16729 38457 7
16730 33340 12
16730 22346 17
16730 18732 17
16730 27481 19
16731 31389 17
16731 42044 4
16731 18881 18
16731 21967 16
16732 19323 16
16732 37626 20
16733 30118 8
16733 26948 8
16733 30229 13
16733 26236 7
16733 33502 15
16733 21252 6
16734 21305 19
16734 25228 15
16735 39558 6
16736 39901 17
16736 25831 14
16736 36555 4
16736 30253 9
16737 17623 4
16737 38150 17
16737 21924 13
16738 27222 17
16739 47404 16
16739 45156 11
16739 24542 5
16740 31221 15
16741 25002 18
16741 43323 16
16741 41887 3
16741 31479 16
16741 16922 3
16741 24019 2
16742 48204 10
16742 35508 20
16742 43110 14
16743 17401 7
16743 35909 18
16743 23161 4
16744 24544 15
16745 18969 4
16745 48650 4
16745 46961 18
16745 17052 6
16746 25754 5
16746 29401 6
16746 44941 6
16746 35939 17
16746 46971 8
16748 43613 13
16749 23366 1
16749 30061 5
16749 37684 11
16749 45007 16
16749 42140 14
16750 38415 17
16750 20459 9
16751 46027 3
16752 46297 6
16752 33041 1
16752 25519 17
16753 44903 2
16753 28638 7
16753 24060 16
16753 30930 12
16754 19806 15
16754 32355 10
16754 33843 20
16754 39065 20
16754 24421 6
16754 45437 11
16754 47958 2
16755 19537 5
16755 41492 1
16755 28526 8
16756 43470 2
16756 20951 9
16756 33574 17
16757 25563 2
16758 38756 19
16758 47524 5
16758 48349 18
16759 44977 14
16759 25483 7
16760 38588 13
16760 39491 14
16761 37639 18
16761 49074 18
16761 30292 18
16761 34267 18
16761 17008 4
16761 45090 20
16761 20632 7
16761 45129 13
16763 35044 3
16763 46627 11
16763 48843 2
16763 29995 8
16764 43566 7
16764 17371 13
16764 46742 13
16765 44783 13
16765 38351 12
16765 24997 13
16766 30273 9
16766 32848 5
16766 32530 1
16766 34954 16
16766 20239 5
16766 30351 17
16767 36476 1
16767 48687 10
16767 27025 3
16769 22959 11
16770 42227 15
16770 34687 9
16770 47607 18
16770 47157 9
16771 49046 14
16772 19319 4
16772 46530 1
16772 21494 10
16772 29762 2
16772 24359 17
16772 39894 13
16773 38685 10
16773 37809 4
16773 35735 9
16776 27798 1
16778 31015 13
16778 35008 4
16778 48803 17
16778 31785 2
16778 46300 18
16778 22514 7
16779 34342 7
16779 20928 8
16780 40481 12
16780 34439 2
16781 48459 10
16781 18235 15
16781 42180 19
16782 21775 4
16782 36850 3
16783 20955 6
16783 32097 20
16783 43447 10
16784 47000 19
16785 25438 6
16785 21690 19
16785 36062 9
16786 16932 7
16786 44189 13
16786 47621 5
16787 27485 6
16788 38284 13
16788 23409 20
16788 47638 12
16788 22705 18
16788 33706 17
16789 19003 9
16789 48982 11
16790 23366 16
16790 34002 15
16790 34838 6
16790 27702 10
16791 33635 1
16792 39137 11
16793 24175 20
16793 19680 17
16793 17034 20
16794 28594 12
16794 25247 5
16795 23290 2
16795 21920 11
16796 33805 20
16796 17751 17
16796 29032 12
16796 18158 4
16797 25640 12
16797 16891 6
16797 47357 3
16798 25556 4
16798 39258 10
16798 23792 17
16799 44135 18
16799 49839 5
16799 19469 13
16800 34147 17
16800 33695 19
16800 42860 9
16800 24139 17
16801 43074 8
16801 38679 4
16802 44342 17
16802 33889 15
16802 42474 17
16802 36619 13
16803 27138 9
16803 17862 5
16804 29434 13
16805 45918 1
16805 45705 3
16805 30452 8
16805 23257 12
16805 48107 17
16805 20900 16
16805 23415 13
16805 34114 20
16806 42989 12
16806 45013 6
16806 31515 16
16807 31509 8
16808 41577 9
16808 37380 16
16809 44623 6
16809 21003 9
16810 29722 20
16811 17023 13
16813 25109 12
16814 46773 12
16814 24449 10
16814 24700 20
16814 41261 8
16815 35404 1
16815 26016 13
16815 23328 10
16815 34861 11
16816 42731 2
16816 45278 9
16817 27789 10
16817 48117 1
16817 23970 7
16817 19310 19
16818 19546 10
16819 36355 15
16819 45611 12
16819 35919 18
16820 22969 16
16820 26768 20
16820 27945 3
16821 32926 6
16821 44517 14
16822 35675 20
16822 24879 5
16823 26254 2
16823 36906 7
16823 34453 18
16824 44200 4
16824 37220 8
16824 44212 8
16824 18615 16
16824 33236 5
16824 18594 1
16825 47720 7
16825 38732 15
16826 20582 7
16827 49353 2
16827 46316 12
16827 42222 5
16827 42484 1
16827 41197 20
16827 34558 14
16827 39493 15
16828 37672 9
16828 39151 19
16828 26032 4
16829 41207 19
16830 18635 19
16830 42524 3
16830 43628 5
16831 29804 7
16831 26610 11
16831 41231 6
16831 23218 15
16832 39034 20
16832 18852 13
16833 47290 4
16833 48833 8
16833 31204 16
16834 25821 16
16834 34403 17
16835 43852 14
16835 23250 17
16835 40804 10
16835 24898 3
16836 31670 10
16836 18183 18
16836 29742 8
16836 29816 1
16837 38733 6
16837 29820 8
16838 21667 10
16838 36255 1
16838 27118 20
16838 24228 1
16838 39489 10
16838 22660 11
16839 24646 2
16839 24190 8
16839 48393 4
16839 31166 1
16839 42537 19
16840 33868 2
16841 45793 6
16841 24898 20
16843 48803 4
16844 21472 18
16844 48532 7
16845 21737 18
16845 40612 2
16845 36540 14
16846 20998 3
16846 48948 20
16846 34800 3
16847 22455 19
16847 25229 16
16847 31314 4
16848 27235 6
16848 39005 11
16848 19170 13
16848 47042 12
16849 31722 16
16849 24610 17
16850 27422 17
16850 27832 18
16850 31465 8
16850 41428 3
16850 45784 12
16850 17669 13
16850 30149 20
16850 41409 3
16851 37290 6
16851 30028 1
16852 30836 18
16852 42629 1
16853 39565 7
16853 39873 16
16853 23173 5
16854 21931 18
16854 41250 9
16854 23863 12
16854 22859 7
16854 26217 2
16854 43500 7
16855 28049 14
16856 25457 8
16856 36205 11
16856 30862 2
16856 19437 17
16857 31445 2
16858 25167 20
16858 27559 15
16858 48834 3
16859 24969 11
16859 49912 3
16859 22488 1
16860 42486 10
16860 43926 14
16860 47473 5
16860 44766 1
16860 42663 8
16861 24978 6
16861 40949 6
16862 41730 13
16862 40275 18
16862 25225 14
16862 28448 12
16862 41621 1
16863 48429 13
16863 35458 14
16864 32022 20
16864 21194 18
16865 42849 6
16865 35763 6
16865 31989 15
16865 20623 18
16865 25364 20
16866 29268 6
16866 22820 2
16867 40888 17
16867 28119 18
16867 29082 19
16867 28095 13
16868 46467 8
16868 27612 16
16868 41375 16
16868 46751 17
16869 34780 15
16870 22943 18
16870 39927 12
16870 36365 1
16871 49450 16
16871 27243 17
16871 35690 15
16872 26865 2
16872 22010 20
16873 38463 11
16874 19281 8
16875 27923 10
16875 41135 1
16875 41745 19
16875 31519 12
16875 44928 5
16876 37511 10
16877 46692 1
16877 19223 17
16877 38030 15
16878 33665 4
16878 21110 11
16878 35807 10
16879 42751 19
16880 39243 20
16881 40885 16
16881 25584 17
16882 43247 19
16882 39196 6
16882 27836 18
16882 32477 12
16883 43642 1
16883 32161 1
16883 38521 7
16883 43146 17
16883 17789 18
16884 19683 20
16884 25722 6
16885 30349 13
16885 39643 10
16886 17886 2
16886 48287 18
16886 49954 5
16887 41011 12
16887 30716 11
16887 39921 18
16887 29065 4
16888 33638 2
16888 47361 6
16888 49023 4
16888 47854 10
16889 22553 10
16889 38477 1
16890 21357 4
16890 43061 14
16891 18226 13
16891 46996 7
16892 25312 17
16893 34332 17
16893 48426 17
16894 17914 18
16894 26301 16
16894 29605 18
16894 41756 4
16894 30100 12
16895 26781 4
16896 31874 3
16896 44910 18
16896 42382 8
16897 38676 2
16897 22056 6
16898 46766 2
16898 22119 20
16898 32204 15
16898 19877 20
16898 32941 1
16898 34072 8
16899 35064 7
16899 18086 9
16899 32020 9
16900 38997 17
16900 19468 10
16900 40276 4
16900 29811 20
16901 41131 12
16901 38046 14
16901 38410 19
16901 28744 11
16901 18006 18
16902 41156 18
16902 48627 18
16902 49380 19
16902 42133 7
16903 24609 13
16903 37239 14
16903 23322 10
16903 17572 15
16904 30195 14
16905 31263 20
16905 33039 4
16905 29449 17
16906 36664 12
16907 29616 10
16907 24406 1
16907 34503 8
16908 22196 3
16908 28373 18
16909 25461 19
16909 48772 12
16909 36819 9
16910 46151 9
16911 23819 8
16911 37490 3
16911 38878 6
16912 43976 20
16912 32647 2
16913 30731 15
16913 23388 14
16914 26505 4
16914 45111 13
16914 32227 17
16916 29451 17
16916 27235 7
16917 19744 5
16917 17751 11
16917 48261 19
16918 35095 16
16918 44285 2
16918 43685 12
16919 39002 11
16919 41427 2
16919 30513 8
16919 38136 20
16919 46981 2
