10000 30000
2847 8033 18
2847 6951 5
2847 3867 14
2847 4834 8
2847 7070 16
2848 6171 13
2848 4849 20
2848 8640 5
2848 8438 9
2849 8046 13
2849 3537 3
2849 9130 1
2850 6292 11
2850 6668 19
2851 9324 20
2851 7257 8
2851 9703 4
2852 5922 18
2852 7862 1
2852 3483 10
2852 6294 10
2852 4885 16
2852 5614 20
2852 7282 10
2852 8922 1
2852 7989 11
2852 5419 2
2853 3587 11
2853 7939 4
2853 6439 11
2853 4817 19
2853 6278 9
2853 7117 20
2854 4347 1
2854 9207 14
2854 8566 2
2854 5280 8
2855 4292 11
2855 8936 14
2855 3732 6
2855 9240 15
2855 6895 1
2855 8725 13
2856 6364 3
2856 9355 1
2856 6628 12
2857 3347 2
2857 5741 2
2858 9042 20
2858 3726 4
2858 8139 16
2859 4663 4
2859 6574 20
2859 5681 12
2859 9566 8
2859 7445 15
2859 7870 5
2859 8538 18
2860 9893 4
2861 8496 15
2861 8173 16
2861 5373 9
2861 9300 1
2862 8248 18
2862 9235 20
2862 9991 18
2863 7490 17
2863 5482 10
2864 3687 16
2864 8422 19
2864 8818 15
2864 6956 12
2864 9744 7
2865 9106 3
2865 9762 4
2865 6442 12
2866 4346 10
2866 6563 11
2866 6193 3
2867 6670 14
2867 6757 10
2867 4387 7
2867 9732 8
2867 2965 19
2867 3287 17
2868 5546 5
2868 6846 17
2868 8733 18
2868 9122 8
2868 3713 13
2869 9693 15
2869 3507 1
2869 6800 2
2869 7453 19
2869 3185 15
2869 4542 9
2869 4485 4
2869 5873 18
2870 7736 18
2870 4747 14
2870 8458 18
2870 5234 5
2870 8308 18
2870 8278 16
2871 8099 12
2871 9155 16
2871 6785 4
2871 6361 19
2872 9649 18
2872 5209 18
2873 4280 15
2873 7929 6
2873 9103 7
2873 4582 2
2874 2884 15
2874 9726 11
2874 4230 12
2875 6643 16
2875 4109 18
2875 5294 14
2875 3631 4
2876 5063 13
2876 7680 11
2876 9407 18
2877 3289 9
2877 3762 4
2877 5081 7
2878 7055 1
2878 4215 2
2878 3891 20
2878 6619 7
2878 3713 6
2879 9938 6
2879 4734 1
2879 3285 14
2879 4718 10
2879 5626 13
2880 9918 6
2880 4304 1
2881 8486 14
2881 7084 14
2881 8562 16
2882 4722 6
2882 5613 20
2882 8097 17
2882 5640 8
2882 3855 14
2882 3421 3
2882 5276 19
2883 8556 10
2883 6714 3
2883 7171 1
2883 6999 6
2883 4052 17
2884 4289 6
2884 4072 20
2884 7231 13
2885 8548 7
2885 3031 17
2885 4129 1
2885 3017 6
2885 9672 14
2885 8585 10
2885 6920 20
2885 4419 5
2885 9706 18
2886 7294 2
2886 6174 8
2886 6802 3
2887 4577 12
2887 7208 4
2887 3822 6
2888 8151 6
2889 3829 14
2889 9226 11
2890 9926 17
2890 5787 3
2890 6058 15
2891 8858 15
2891 7303 6
2891 5897 19
2891 9736 6
2892 5384 12
2892 7365 15
2893 3327 17
2893 6345 7
2893 9208 14
2893 4283 8
2893 6639 14
2894 6597 17
2894 5363 4
2894 3578 5
2894 6487 8
2894 7932 1
2894 9681 11
2895 4582 8
2895 8334 5
2895 3051 11
2895 5956 5
2895 4428 14
2895 9741 2
2896 5645 2
2896 5406 3
2896 6729 3
2896 4925 18
2897 5134 4
2897 7559 6
2897 4602 8
2897 4974 1
2897 7659 16
2898 6113 7
2898 9404 17
2898 6687 17
2898 5613 18
2898 5781 2
2898 3691 3
2898 8243 5
2899 7471 6
2899 7058 3
2899 7169 5
2900 6755 9
2900 8835 7
2900 6388 14
2900 6982 12
2900 4065 5
2900 4362 4
2900 6515 2
2900 4328 3
2900 5625 2
2901 3264 15
2901 6117 9
2901 5623 11
2901 8539 6
2901 7198 2
2901 6517 12
2901 6021 2
2902 6584 2
2903 9479 19
2903 4819 19
2903 8930 3
2903 6681 3
2903 8442 20
2904 8135 15
2904 3063 4
2905 9250 11
2905 7481 17
2905 9106 1
2905 8338 17
2905 5906 12
2905 8961 4
2906 7353 3
2906 7796 3
2906 7460 11
2906 7051 1
2906 3051 10
2906 9319 4
2907 5582 6
2907 8969 6
2907 3003 11
2907 5302 2
2907 7944 3
2908 7220 4
2908 7994 6
2909 7308 17
2909 7720 15
2909 6285 11
2909 4148 2
2910 6524 17
2910 9058 6
2910 8242 13
2910 9030 15
2910 9339 2
2910 8826 7
2910 9662 19
2911 6458 2
2911 8394 19
2911 5393 16
2911 5823 8
2911 4486 18
2911 4005 1
2912 4719 15
2912 9486 20
2912 3213 19
2912 4953 4
2912 5526 10
2913 8255 20
2913 3524 8
2913 8519 16
2913 4921 4
2913 7081 20
2914 6520 3
2914 7918 2
2914 7952 9
2914 4186 12
2915 7218 4
2915 3549 10
2915 4330 4
2915 8512 9
2915 5431 13
2915 3517 18
2915 6725 17
2916 3933 4
2916 4703 16
2916 6480 11
2916 7599 14
2916 6789 3
2916 7296 2
2916 9611 19
2916 9711 12
2916 4914 18
2917 7454 8
2917 8667 10
2917 8148 18
2918 3416 8
2918 9970 11
2918 2940 20
2919 5815 3
2919 6056 6
2920 3018 15
2920 7199 11
2921 4587 8
2921 8335 14
2921 3070 6
2921 4675 10
2923 6432 16
2923 8499 20
2923 9501 20
2923 7512 2
2923 6783 12
2923 9442 6
2923 3168 8
2924 7807 7
2924 4785 10
2924 3624 16
2924 3066 11
2925 4279 1
2925 4029 19
2925 6757 3
2925 9530 16
2926 5795 18
2926 6925 7
2927 8317 12
2927 7532 14
2927 9996 7
2928 6065 13
2928 4804 9
2928 8748 2
2928 8236 12
2928 7569 17
2928 4550 11
2928 6365 17
2929 6400 18
2929 7271 3
2929 9670 4
2930 7433 18
2930 6947 12
2930 5377 12
2931 9149 15
2931 5480 16
2931 9672 3
2931 7070 16
2932 9766 1
2932 5272 15
2932 6130 15
2932 4424 12
2932 3068 16
2933 3854 14
2933 8015 14
2933 4102 5
2933 3611 15
2934 6269 3
2934 6316 2
2934 8058 13
2935 7548 4
2935 4432 2
2935 9576 10
2935 7062 6
2935 7083 2
2935 4728 8
2935 9251 1
2935 7622 16
2935 8243 7
2936 3214 12
2936 7580 8
2936 9706 18
2936 8946 13
2937 6020 17
2937 4481 5
2937 6630 17
2938 5152 3
2938 3656 11
2938 8059 20
2938 9510 15
2938 2969 18
2938 8064 1
2938 9931 1
2939 4952 15
2939 3208 18
2939 3721 13
2940 4426 4
2940 3037 14
2940 3758 20
2941 7583 1
2941 6507 2
2941 5240 17
2941 6265 11
2942 4081 8
2943 7763 9
2943 9810 15
2943 3737 11
2943 4919 11
2944 9832 2
2944 3563 15
2944 7220 10
2944 4176 17
2945 7444 4
2945 4894 9
2945 4227 10
2945 8831 10
2945 4066 8
2945 7415 19
2945 8000 9
2946 3095 9
2946 3532 14
2947 8939 20
2947 7384 6
2947 9984 13
2947 5528 13
2947 7439 6
2947 6974 14
2947 6061 7
2947 8317 20
2947 4167 12
2948 5688 4
2948 4632 19
2949 4231 17
2949 9769 4
2949 4270 8
2949 7584 18
2949 3557 8
2949 9944 7
2949 6919 9
2950 8691 20
2950 4789 10
2950 9561 3
2950 6178 11
2950 8351 11
2950 9768 6
2950 6025 19
2951 4295 20
2951 5112 6
2952 6770 15
2952 8081 15
2952 5756 16
2952 3947 15
2953 3509 3
2953 6157 7
2953 4127 12
2953 3281 18
2953 7773 20
2953 4078 20
2954 7257 14
2954 8173 4
2955 6853 13
2955 8036 1
2955 9926 2
2955 5718 3
2955 6305 7
2956 8937 4
2956 3668 4
2956 5694 8
2956 3761 16
2957 6798 17
2957 6846 15
2957 9305 3
2958 8971 18
2958 6822 16
2958 7185 20
2958 8739 15
2958 6683 17
2959 4654 19
2959 5947 6
2959 4492 19
2959 6847 8
2959 4456 2
2960 9815 19
2960 6382 2
2960 5735 15
2960 9223 16
2960 3212 5
2961 5475 11
2961 8798 18
2961 4148 10
2961 3042 2
2962 8640 2
2962 3768 20
2962 4595 1
2962 3083 14
2962 9340 6
2963 5813 11
2963 6140 1
2963 9862 19
2964 3545 9
2964 3097 14
2964 9575 13
2964 9738 13
2964 4718 1
2965 5841 11
2965 3023 1
2966 7404 14
2966 3517 17
2966 7520 19
2966 9769 1
2966 3794 6
2966 5245 12
2967 9146 12
2967 6290 6
2967 9447 17
2967 5945 17
2967 4734 20
2968 3091 15
2968 7347 7
2968 7083 15
2969 6221 18
2969 4668 9
2969 8225 1
2969 9468 15
2969 4995 1
2970 3641 9
2970 6791 4
2970 3581 19
2970 6606 1
2970 7884 6
2971 9294 9
2971 6967 4
2971 4428 14
2972 5136 4
2973 9590 16
2973 5329 15
2973 7526 5
2973 6800 7
2973 7407 16
2973 5834 19
2973 7389 15
2974 5135 8
2974 5957 2
2974 6776 19
2974 7585 1
2975 3148 11
2975 6304 8
2975 4996 7
2975 4766 2
2976 9000 4
2976 5486 19
2976 4216 6
2976 7347 11
2977 7564 4
2977 5716 17
2977 4798 14
2977 7965 10
2978 8768 15
2978 5338 1
2978 7444 9
2978 6600 17
2978 6591 12
2979 5325 11
2979 8369 2
2979 9370 6
2979 7438 7
2979 8818 3
2980 6022 8
2980 4295 15
2980 3130 10
2981 9630 9
2981 7970 16
2981 6680 4
2981 7433 12
2981 6663 13
2981 6874 12
2981 3789 2
2983 9869 7
2983 5317 16
2983 4321 4
2983 5588 11
2984 8788 1
2984 9102 1
2984 4839 16
2985 6438 9
2985 9844 18
2985 3565 17
2985 3078 8
2985 5238 17
2986 4673 5
2986 9753 14
2986 3281 18
2986 3020 5
2986 4927 2
2987 9825 3
2987 8355 5
2987 5646 2
2988 8785 5
2988 6623 4
2988 6328 11
2989 7379 5
2989 6446 13
2989 7742 6
2990 4115 2
2990 4428 16
2990 8760 14
2990 9442 16
2991 6513 19
2991 4090 12
2991 3379 16
2991 8718 11
2992 4187 15
2992 8824 4
2992 4952 17
2992 9443 14
2992 6892 20
2992 3826 15
2992 3425 5
2992 6381 12
2992 5136 1
2993 3143 1
2993 4015 14
2993 7962 20
2993 7340 15
2993 3475 8
2994 4408 14
2994 8878 11
2995 7082 17
2996 8374 15
2996 9842 19
2996 3368 9
2996 6833 19
2997 8682 5
2997 3137 7
2997 5678 4
2998 7158 12
2998 6177 4
2998 8898 4
2998 7249 1
2999 5499 18
2999 3532 3
2999 7500 16
2999 8142 17
2999 5685 7
2999 7992 3
2999 8996 8
3000 4796 11
3000 7504 15
3000 9423 3
3001 5635 20
3001 9665 2
3001 9350 19
3001 7820 7
3002 3175 14
3002 6459 14
3003 9107 4
3003 5483 16
3003 3991 14
3003 7487 12
3004 5412 17
3004 8942 17
3004 8797 3
3004 7147 17
3004 8737 17
3004 6891 8
3004 4471 15
3004 3861 13
3005 6302 1
3005 4637 14
3005 6715 3
3005 6207 15
3005 9415 3
3006 4563 5
3006 5075 12
3007 7247 11
3007 3121 2
3007 4158 15
3007 5740 12
3007 8310 18
3007 4586 9
3008 4683 19
3008 9887 7
3009 9163 20
3009 5907 4
3010 9537 16
3010 9791 18
3010 7275 6
3010 4448 14
3011 9831 9
3011 4702 2
3011 3665 18
3011 6731 7
3011 5759 9
3012 6167 9
3012 3603 10
3012 7650 7
3012 6250 9
3012 4886 2
3012 9054 6
3013 5995 17
3013 3555 17
3013 7123 11
3013 6502 11
3013 6924 19
3014 6348 20
3014 3690 3
3014 9282 2
3014 4797 17
3014 4270 15
3015 8000 15
3015 3849 4
3016 5203 16
3016 3519 11
3016 9585 14
3016 8445 13
3017 3938 8
3017 7899 11
3018 4150 16
3018 5578 19
3018 9833 1
3019 7086 7
3019 8841 17
3019 7285 3
3020 9506 18
3020 4360 14
3020 4821 17
3020 6176 7
3021 6214 6
3022 6636 2
3022 3361 1
3023 6339 15
3024 3869 7
3024 4106 18
3024 7256 13
3024 7926 11
3024 9105 10
3025 5855 8
3025 3198 15
3025 5864 1
3025 5936 4
3026 6463 4
3026 3418 5
3026 3951 13
3026 7851 20
3027 5759 19
3027 9934 6
3027 6436 17
3028 4133 20
3028 3352 15
3028 3419 5
3028 5861 5
3028 4024 9
3028 8574 19
3029 6349 15
3029 8806 14
3029 7250 3
3029 9865 20
3029 7731 8
3029 4758 10
3029 7819 18
3030 6068 16
3030 3654 16
3030 4391 13
3030 9213 2
3030 9998 4
3031 6790 8
3031 5253 4
3031 7649 1
3032 3768 20
3032 3181 18
3032 7109 14
3033 3138 5
3033 9656 9
3033 9322 12
3033 8335 7
3034 5085 3
3034 3734 4
3034 7117 11
3035 5227 16
3035 3534 4
3036 5582 18
3036 6061 5
3037 5598 13
3037 9862 11
3037 7272 5
3037 9496 6
3038 6418 15
3038 4823 4
3039 6210 1
3039 9537 13
3039 7099 17
3039 6816 9
3039 7270 14
3039 5015 14
3039 7789 14
3040 4841 12
3040 8762 14
3041 3482 12
3041 9235 18
3041 3072 9
3041 4032 2
3042 4535 10
3042 7491 6
3042 4819 19
3042 4985 3
3042 4840 2
3042 8249 7
3042 8638 15
3042 5716 9
3043 9598 19
3043 7973 15
3043 3979 7
3043 5616 14
3043 5528 10
3044 3698 12
3044 6627 14
3044 9218 16
3044 9074 3
3044 6597 6
3045 7167 3
3045 3356 6
3045 4572 10
3045 9284 20
3046 3983 18
3046 5861 15
3046 5160 14
3046 5850 10
3046 9093 3
3046 9408 11
3046 4940 12
3046 7075 16
3047 6254 5
3047 4563 4
3047 4203 8
3047 9135 3
3047 8515 20
3048 8176 3
3048 6755 8
3048 9919 19
3048 9266 13
3048 9186 17
3048 7430 8
3048 3895 19
3048 8566 2
3048 4718 6
3049 5536 17
3049 6623 6
3050 5729 19
3050 8958 15
3050 6270 14
3050 3355 16
3050 3427 6
3050 3206 6
3051 3890 1
3051 6475 16
3051 5483 3
3051 3904 3
3051 7504 7
3052 4742 12
3052 5525 1
3052 5239 8
3052 8928 7
3053 7080 14
3053 7112 14
3053 6138 17
3053 4816 19
3053 5515 10
3054 3258 20
3054 7785 10
3054 6843 20
3055 9845 5
3055 6989 16
3055 4049 18
3055 7764 7
3055 5128 14
3055 6901 16
3056 6052 16
3056 9451 9
3056 3927 10
3056 8152 16
3056 5598 7
3056 8530 6
3056 9435 10
3056 9127 11
3056 9947 15
3057 8906 4
3057 6607 19
3057 5371 11
3057 7591 12
3058 3260 9
3058 5990 19
3058 9412 14
3058 8638 18
3059 8835 9
3059 3428 16
3059 9224 6
3059 8945 15
3059 3627 13
3060 5554 2
3060 9345 9
3060 8743 3
3060 6228 6
3060 3374 18
3060 8672 3
3060 5203 16
3060 6817 16
3061 8376 4
3061 7554 16
3061 4231 3
3061 4492 13
3061 5514 19
3062 7387 19
3063 8796 10
3063 4814 9
3063 8416 10
3064 7550 6
3064 3083 18
3064 7034 7
3065 7938 19
3065 9718 13
3065 5484 7
3065 7605 6
3065 3967 9
3065 9052 16
3066 4505 2
3066 4254 1
3066 3458 10
3066 6299 6
3066 5985 19
3067 4476 12
3067 9097 11
3068 6825 9
3068 7388 16
3068 6312 4
3068 4115 6
3069 5442 2
3069 3168 2
3069 4946 15
3069 3078 8
3070 6382 3
3070 6374 13
3070 8986 18
3070 8228 2
3071 7072 18
3071 6590 2
3072 9448 13
3072 8854 18
3072 9915 6
3072 8447 9
3072 5285 5
3073 8494 8
3073 7375 20
3073 9477 20
3073 4649 16
3074 3581 15
3074 3264 13
3074 4081 16
3074 3905 11
3074 5979 7
3074 4867 5
3074 8810 20
3075 9038 19
3075 8656 19
3075 5101 18
3075 6110 8
3076 5253 19
3076 5634 4
3076 8257 18
3076 3733 16
3077 7025 11
3077 9958 20
3077 4426 19
3077 3304 2
3077 8160 12
3078 7989 17
3078 8281 17
3079 6768 10
3079 8995 4
3079 6078 19
3079 9393 10
3079 3345 17
3080 3977 6
3080 4792 9
3080 7998 14
3081 4455 10
3081 6234 4
3081 5560 3
3082 9626 17
3082 6410 17
3082 6783 1
3082 3579 8
3082 7014 9
3083 9100 13
3083 3277 15
3083 7920 2
3083 4171 1
3084 5267 14
3084 9225 4
3084 4469 14
3084 6306 20
3084 9685 7
3084 5436 18
3084 8088 9
3085 7501 16
3085 7778 8
3085 6623 17
3085 6944 3
3085 3194 1
3085 4317 13
3085 3827 8
3085 9322 16
3086 3576 1
3086 3632 15
3087 5885 6
3087 9153 3
3087 9366 18
3088 4516 12
3088 8162 2
3088 5702 18
3088 9508 5
3088 5398 5
3089 6745 13
3089 9906 3
3089 3580 13
3089 4087 8
3089 6770 10
3090 3912 2
3090 6418 11
3090 6809 10
3090 8894 13
3090 8102 10
3091 3498 20
3091 9649 17
3091 9070 11
3093 7011 20
3093 6929 1
3093 9250 4
3093 4456 16
3093 8309 12
3094 9333 6
3094 6722 10
3094 3734 2
3094 7353 1
3094 9136 3
3094 4199 15
3095 4174 12
3095 3526 12
3095 9532 1
3096 3447 10
3096 5973 19
3097 6685 8
3097 6310 11
3097 5543 15
3097 4799 18
3097 9959 4
3098 8773 10
3098 4256 3
3098 5648 5
3098 3871 16
3098 5949 16
3098 9930 1
3099 4888 3
3099 8981 12
3099 9424 8
3099 7537 7
3100 9041 17
3100 5712 16
3101 6355 20
3101 5191 5
3101 9446 18
3102 4636 8
3102 7794 19
3102 9427 6
3102 6105 20
3102 6633 4
3102 9878 5
3103 7796 8
3103 4816 17
3103 4006 4
3103 3630 3
3103 8890 18
3104 6313 16
3104 7175 9
3104 7998 2
3104 5131 2
3104 4575 16
3105 9208 9
3105 4667 8
3105 9520 5
3105 9368 13
3106 8648 6
3106 4187 18
3106 9898 9
3106 5677 7
3106 4119 6
3106 5285 8
3106 8703 16
3107 6572 13
3107 4704 2
3108 4857 7
3108 5976 11
3108 3284 13
3109 9284 16
3109 9532 5
3110 6348 19
3110 8775 9
3110 3535 9
3110 7671 5
3111 9372 10
3111 6409 16
3111 9284 6
3112 3367 5
3112 7971 6
3112 5922 14
3112 9102 10
3112 6600 16
3114 4173 5
3114 8555 17
3114 6182 8
3114 4366 8
3114 5256 8
3115 3588 10
3115 8175 8
3115 3399 6
3115 9956 13
3115 8580 2
3115 5532 7
3116 3139 6
3116 5572 5
3116 6512 5
3116 9930 15
3116 5771 11
3117 3737 13
3117 5802 4
3118 5419 16
3118 3626 12
3118 7800 17
3118 5772 7
3118 4188 10
3119 6669 9
3119 5202 3
3120 5706 15
3120 3160 8
3120 7653 1
3121 4361 20
3121 5180 17
3121 9837 3
3121 4396 17
3121 5212 3
3122 6284 19
3122 8700 5
3122 7488 10
3122 5067 5
3122 9293 9
3123 9896 4
3123 9491 6
3124 5587 20
3124 9446 14
3125 6933 8
3125 4513 12
3125 3233 20
3125 7779 16
3125 7428 12
3127 8824 6
3127 8328 5
3127 7514 17
3127 8580 17
3128 3554 8
3128 8559 5
3128 5630 1
3129 6294 20
3129 6266 8
3129 3446 19
3129 5543 16
3130 8464 9
3130 5042 20
3130 3821 18
3131 4687 2
3131 9450 1
3131 6043 20
3132 4144 6
3132 7678 20
3132 9845 8
3132 5049 14
3132 4983 15
3133 5710 15
3133 7257 18
3133 9795 12
3133 5008 3
3133 7496 9
3133 4627 12
3133 5983 11
3134 6719 9
3135 4162 20
3135 6437 10
3135 9062 10
3136 5499 9
3136 9464 10
3137 6402 5
3138 4617 20
3138 7180 15
3138 7300 8
3139 7952 16
3139 9353 5
3140 8725 14
3140 6851 18
3140 7775 7
3140 9446 6
3140 6247 8
3141 4336 7
3141 7835 9
3142 8408 18
3143 4494 7
3143 5019 7
3143 5149 16
3143 9975 12
3143 8405 12
3144 8625 15
3144 6491 8
3145 3711 16
3145 3284 18
3145 9584 11
3145 8278 3
3146 8411 8
3146 4375 20
3147 8690 7
3147 7025 3
3148 5258 4
3148 8984 13
3148 9047 11
3149 4718 7
3149 9307 4
3149 6981 5
3149 5773 14
3149 3401 9
3150 9459 12
3150 7932 13
3150 3616 20
3150 5168 13
3150 4109 15
3150 5596 12
3151 3199 15
3151 8772 2
3151 8971 12
3152 8877 16
3152 4051 4
3152 8659 16
3152 8833 3
3152 3947 12
3152 4041 20
3153 6364 3
3153 7068 18
3153 7265 8
3153 3294 8
3153 5240 8
3153 5717 8
3153 9280 12
3154 4856 13
3154 3285 6
3154 9541 12
3154 4509 11
3154 5104 1
3154 7531 4
3154 9217 7
3155 5169 11
3155 6122 18
3155 6283 10
3155 5864 4
3155 3798 2
3156 6097 8
3156 6412 9
3156 7799 3
3156 6743 3
3157 4703 8
3157 4023 15
3157 9044 7
3157 9318 5
3157 6163 1
3158 3288 5
3158 6337 5
3158 4508 2
3158 4706 3
3158 6058 15
3159 9930 8
3159 6751 18
3159 6320 6
3159 9872 5
3160 9050 14
3160 4117 2
3160 9249 13
3161 7187 18
3161 6069 13
3161 8216 18
3161 5714 14
3161 7149 14
3161 3432 8
3161 6362 1
3162 8377 16
3162 8399 1
3162 8497 20
3162 7350 20
3162 6383 14
3163 4127 10
3163 6552 18
3163 3981 18
3163 7471 14
3163 3355 8
3164 9302 20
3164 8621 20
3164 8153 17
3164 7505 15
3164 3218 11
3165 4525 14
3165 7736 18
3166 3707 4
3166 4737 19
3166 4188 6
3166 6910 20
3167 5486 19
3167 4384 11
3167 5182 19
3167 6027 3
3168 4072 3
3168 5515 1
3168 7934 5
3168 4847 20
3169 5430 17
3169 6453 10
3170 4819 19
3170 8340 7
3170 4958 17
3170 7954 7
3170 7871 11
3171 8668 1
3171 3506 19
3172 9713 8
3172 5621 5
3172 9327 15
3172 9689 12
3172 3410 7
3172 9031 5
3172 6543 20
3173 6820 13
3173 9592 20
3173 7505 10
3173 4118 17
3173 5617 13
3173 4825 7
3173 6669 5
3174 9268 2
3174 9638 3
3174 8254 8
3175 8772 1
3175 3568 13
3175 5035 11
3175 9649 7
3176 5724 7
3176 6194 6
3176 6136 8
3176 6175 20
3177 6923 13
3177 6110 20
3178 6026 3
3178 5415 4
3178 8146 18
3178 6554 13
3178 6688 13
3178 7406 10
3179 7330 4
3179 4239 3
3180 4853 11
3180 3422 3
3180 9155 13
3181 5875 10
3181 4546 9
3181 8762 14
3181 5023 11
3181 4803 20
3181 7899 5
3182 7148 7
3182 5221 20
3182 8232 14
3183 9923 12
3183 8621 20
3183 8418 16
3183 8762 18
3184 5503 5
3184 5389 14
3184 3857 19
3185 6291 1
3185 8035 2
3185 9595 17
3185 6499 1
3185 4593 1
3185 4027 10
3185 4754 15
3185 3540 1
3185 3340 7
3186 6854 6
3186 6907 6
3186 3293 14
3187 7736 2
3187 7450 1
3187 3640 17
3187 3354 17
3187 6850 18
3187 6729 10
3188 5483 7
3188 9312 19
3188 6902 3
3188 9856 7
3189 5939 9
3189 7043 20
3189 3841 15
3189 8135 8
3189 9215 4
3190 4685 1
3190 6950 12
3190 6672 7
3190 7332 18
3190 4578 17
3190 6092 17
3190 5551 20
3191 7252 8
3191 3851 4
3191 4711 6
3192 5152 20
3192 8370 1
3192 7587 10
3193 8518 9
3193 8618 6
3193 4074 17
3193 6734 5
3194 5158 8
3194 3557 14
3194 5733 4
3194 8900 14
3194 9350 2
3195 9424 3
3195 5677 1
3195 5305 20
3195 9370 16
3196 9947 5
3196 4626 18
3196 7472 20
3196 6385 7
3197 9963 18
3197 8813 6
3197 5216 3
3197 6370 5
3197 9240 4
3198 8964 2
3198 5658 4
3198 6644 12
3198 4707 4
3199 3251 1
3199 7974 14
3199 5686 2
3199 8175 20
3199 7399 16
3200 9745 17
3201 8954 10
3201 5633 19
3201 9873 16
3201 4060 1
3201 7805 10
3202 8329 5
3202 6494 2
3202 6280 19
3202 9935 15
3202 8911 15
3202 5057 13
3202 9319 14
3203 9728 8
3203 3315 4
3204 8078 2
3204 8920 2
3204 6125 20
3204 9857 10
3204 5161 11
3204 4370 7
3204 3772 3
3204 3452 20
3205 7326 9
3205 4346 5
3206 7688 5
3206 4136 7
3206 8281 13
3206 8031 11
3207 5358 8
3207 4461 6
3207 5973 16
3207 7708 3
3208 3587 9
3208 6513 16
3208 3473 6
3208 7945 12
3209 4166 1
3209 8549 16
3209 4795 13
3209 6313 5
3209 8072 7
3209 8634 8
3210 9697 5
3210 7717 15
3210 7403 12
3210 4538 2
3210 4400 19
3211 7825 9
3211 4292 10
3212 9360 9
3212 5095 17
3212 8730 8
3212 9177 3
3213 8092 16
3213 6456 10
3213 9292 19
3213 6896 7
3213 6738 14
3213 5493 1
3214 5404 3
3214 8752 13
3214 9660 3
3214 3642 14
3214 9041 17
3215 7730 16
3215 9870 13
3215 7518 8
3215 8393 1
3215 4184 16
3215 3638 7
3215 9897 15
3216 4105 6
3216 5016 5
3216 8492 11
3216 6559 16
3216 4390 12
3217 8208 18
3217 9633 9
3218 9885 17
3218 4312 8
3218 9701 13
3218 5009 7
3218 6088 20
3219 7308 4
3219 8962 15
3219 5736 2
3220 4356 4
3220 6705 7
3220 4915 17
3220 7957 20
3220 6675 18
3220 5904 18
3221 5468 4
3221 4087 1
3221 7521 5
3221 6427 19
3222 7126 11
3222 5698 15
3222 8276 18
3222 3534 17
3223 7078 5
3223 8442 6
3223 5773 7
3224 7628 8
3224 8553 11
3225 4095 17
3226 5840 14
3226 9041 5
3227 9654 7
3227 6349 9
3227 5660 5
3228 8821 5
3228 7496 8
3228 4593 10
3228 4203 5
3228 3577 5
3228 4478 14
3229 6478 10
3229 4127 3
3231 5818 1
3231 5705 4
3231 8105 9
3232 7365 9
3232 4940 5
3232 8115 7
3232 4155 1
3232 9756 12
3232 8041 13
3233 5341 13
3233 5905 11
3233 3956 15
3233 8390 15
3234 7799 14
3234 9924 1
3235 4499 13
3235 9234 4
3235 9125 5
3235 7499 12
3235 7083 4
3236 5613 16
3236 4376 9
3236 3374 8
3236 7042 10
3236 5645 6
3237 8436 4
3237 5963 1
3237 9189 18
3238 3425 10
3238 4596 8
3239 7265 20
3239 4313 18
3239 7808 17
3239 5342 19
3239 7684 7
3240 5526 19
3240 9937 1
3240 8026 8
3241 6965 4
3241 4654 14
3241 8120 20
3241 6545 14
3241 8762 9
3242 4605 13
3242 9473 14
3242 6895 17
3242 5653 1
3242 4376 5
3243 8070 13
3243 4074 18
3243 8773 16
3243 7019 10
3243 7424 18
3244 7338 12
3245 9163 4
3245 8096 4
3245 5803 15
3245 6854 14
3245 7242 14
3246 6563 4
3246 5444 5
3246 5244 9
3246 3841 16
3246 4065 13
3246 5380 18
3247 6723 11
3247 7377 19
3247 6690 15
3248 4289 13
3248 9556 14
3248 9413 10
3248 8448 14
3248 8301 19
3248 7928 6
3249 3523 14
3249 3994 12
3249 7654 20
3250 7764 2
3250 7967 6
3250 4752 18
3250 8458 6
3250 8016 16
3251 8586 15
3251 6563 10
3251 5568 14
3252 4324 20
3252 8634 9
3253 9783 18
3253 4505 6
3253 5323 11
3254 8154 10
3254 4616 11
3254 6540 15
3254 3950 13
3254 4385 8
3254 7856 10
3255 5905 10
3255 8281 15
3255 7982 18
3255 8743 6
3255 6762 2
3256 6865 2
3256 8293 4
3257 8928 7
3257 7831 16
3257 6761 13
3259 9451 17
3259 5468 8
3259 3293 12
3259 8777 6
3260 4243 17
3260 6030 3
3260 6055 8
3261 5548 16
3261 5554 5
3261 9825 9
3262 4488 6
3262 8544 2
3262 3311 10
3263 4949 14
3263 4353 12
3263 5414 8
3263 9910 11
3264 7890 6
3264 5496 3
3265 3419 16
3265 9520 2
3266 4051 11
3266 5496 16
3266 4176 5
3267 4706 13
3267 8614 16
3267 6112 15
3267 9174 19
3267 3558 18
3267 7527 7
3268 6578 2
3268 4096 2
3268 9081 5
3268 6585 2
3268 4919 7
3268 9447 2
3269 7541 9
3270 7702 7
3271 3847 7
3271 6124 2
3271 8671 16
3272 9977 15
3272 9292 19
3272 9117 1
3272 5746 1
3272 8219 3
3272 8395 5
3273 9703 3
3273 5287 12
3273 4054 7
3274 8021 6
3274 4446 8
3275 4374 17
3275 9973 18
3276 6152 10
3276 3908 2
3276 9205 19
3276 9745 20
3277 9627 11
3277 9465 12
